phase,source_url,destination_url,anchor_text,link_context,destination_status,source_depth,destination_depth
baseline,https://robertdevore.com/projects/dispatch/,https://robertdevore.com/about/,About,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/dispatch/,https://robertdevore.com/contact/,Contact,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/dispatch/,https://robertdevore.com/,Home,navigation,200,orphan,0
baseline,https://robertdevore.com/projects/dispatch/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/dispatch/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/dispatch/,https://robertdevore.com/llms.txt,LLMs,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/dispatch/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/,RD:// Robert DeVore,header,200,1,0
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/blog/,Writing,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/projects/,Projects,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/about/,About,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/contact/,Contact,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/blog/,Writing,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/projects/,Projects,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/about/,About,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/contact/,Contact,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/,Home,navigation,200,1,0
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/projects/,Projects,navigation,200,1,1
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,1,unknown
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/llms.txt,LLMs,navigation,200,1,unknown
baseline,https://robertdevore.com/projects/kujo/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,1,unknown
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/,RD:// Robert DeVore,header,200,orphan,0
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/blog/,Writing,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/about/,About,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/contact/,Contact,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/blog/,Writing,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/about/,About,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/contact/,Contact,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/,Home,navigation,200,orphan,0
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/llms.txt,LLMs,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/lens/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/,RD:// Robert DeVore,header,200,orphan,0
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/blog/,Writing,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/about/,About,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/contact/,Contact,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/blog/,Writing,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/about/,About,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/contact/,Contact,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/,Home,navigation,200,orphan,0
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/llms.txt,LLMs,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/sitekit/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/,RD:// Robert DeVore,header,200,orphan,0
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/blog/,Writing,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/about/,About,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/contact/,Contact,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/blog/,Writing,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/about/,About,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/contact/,Contact,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/,Home,navigation,200,orphan,0
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/projects/,Projects,navigation,200,orphan,1
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/llms.txt,LLMs,navigation,200,orphan,unknown
baseline,https://robertdevore.com/projects/ssg/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,orphan,unknown
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/,RD:// Robert DeVore,header,200,3,0
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/about/,About,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/about/,About,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/,Home,navigation,200,3,0
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/tag/wordpress/,WordPress,navigation,200,3,2
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/tag/woocommerce/,WooCommerce,navigation,200,3,3
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/contact/,reach out,article,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,article,200,3,1
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,Grateful to See 20 of My WordPress Plugins Live On at WebDevStudios,article,200,3,2
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,The Fastest Way for PHP Devs to Learn Python,article,200,3,2
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,3,unknown
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/llms.txt,LLMs,navigation,200,3,unknown
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,3,unknown
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/,RD:// Robert DeVore,header,200,3,0
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/about/,About,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/about/,About,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/,Home,navigation,200,3,0
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/tag/wordpress/,WordPress,navigation,200,3,2
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,article,200,3,1
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/grateful-to-see-21-of-my-wordpress-plugins-live-on-at-webdevstudios/,Grateful to See 20 of My WordPress Plugins Live On at WebDevStudios,article,200,3,2
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,The Fastest Way for PHP Devs to Learn Python,article,200,3,2
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/feed/index.xml,RSS,navigation,200,3,unknown
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/llms.txt,LLMs,navigation,200,3,unknown
baseline,https://robertdevore.com/relentless/,https://robertdevore.com/sitemap.xml,Sitemap,navigation,200,3,unknown
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,https://robertdevore.com/,RD:// Robert DeVore,header,200,3,0
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,https://robertdevore.com/about/,About,navigation,200,3,1
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,https://robertdevore.com/contact/,Contact,navigation,200,3,1
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,https://robertdevore.com/blog/,Writing,navigation,200,3,1
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,https://robertdevore.com/projects/,Projects,navigation,200,3,1
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,https://robertdevore.com/about/,About,navigation,200,3,1
